language,mode,command,description
en,Visual mode,a},same as aB
en,Visual mode,A,"block mode: append same text in all lines, after the highlighted area"
en,Visual mode,ab,extend highlighted area with a () block
en,Visual mode,aB,extend highlighted area with a {} block
en,Visual mode,ap,extend highlighted area with a paragraph
en,Visual mode,as,extend highlighted area with a sentence
en,Visual mode,at,extend highlighted area with a tag block
en,Visual mode,aw,"extend highlighted area with ""a word"""
en,Visual mode,aW,"extend highlighted area with ""a WORD"""
en,Visual mode,<BS>,Select mode: delete highlighted area
en,Visual mode,c,delete highlighted area and start insert
en,Visual mode,C,delete the highlighted lines and start insert
en,Visual mode,CTRL-],jump to highlighted tag
en,Visual mode,CTRL-C,stop Visual mode
en,Visual mode,CTRL- CTRL-G,go to mode specified with 'insertmode'
en,Visual mode,CTRL- CTRL-N,stop Visual mode
en,Visual mode,CTRL-G,toggle between Visual mode and Select mode
en,Visual mode,CTRL-H,same as <BS>
en,Visual mode,CTRL-O,switch from Select to Visual mode for one command
en,Visual mode,CTRL-V,make Visual mode blockwise or stop Visual mode
en,Visual mode,d,delete highlighted area
en,Visual mode,D,delete the highlighted lines
en,Visual mode,<Esc>,stop Visual mode
en,Visual mode,!{filter},filter the highlighted lines through the external command {filter}
en,Visual mode,gJ,join the highlighted lines without inserting spaces
en,Visual mode,gq,format the highlighted lines
en,Visual mode,gv,exchange current and previous highlighted area
en,Visual mode,"i""",extend highlighted area with a double quoted string (without quotes)
en,Visual mode,i',extend highlighted area with a single quoted string (without quotes)
en,Visual mode,i(,same as ib
en,Visual mode,i),same as ib
en,Visual mode,i<,extend highlighted area with inner <> block
en,Visual mode,i>,same as i<
en,Visual mode,i[,extend highlighted area with inner [] block
en,Visual mode,i],same as i[
en,Visual mode,i`,extend highlighted area with a backtick quoted string (without the backticks)
en,Visual mode,i{,same as iB
en,Visual mode,i},same as iB
en,Visual mode,I,"block mode: insert same text in all lines, before the highlighted area"
en,Visual mode,ib,extend highlighted area with inner () block
en,Visual mode,iB,extend highlighted area with inner {} block
en,Visual mode,ip,extend highlighted area with inner paragraph
en,Visual mode,is,extend highlighted area with inner sentence
en,Visual mode,it,extend highlighted area with inner tag block
en,Visual mode,iw,"extend highlighted area with ""inner word"""
en,Visual mode,iW,"extend highlighted area with ""inner WORD"""
en,Visual mode,J,join the highlighted lines
en,Visual mode,K,run 'keywordprg' on the highlighted area
en,Visual mode,o,move cursor to other corner of area
en,Visual mode,O,Move horizontally to other corner of area.
en,Visual mode,Q,does not start Ex mode
en,Visual mode,r,delete highlighted area and start insert
en,Visual mode,R,delete the highlighted lines and start insert
en,Visual mode,s,delete highlighted area and start insert
en,Visual mode,S,delete the highlighted lines and start insert
en,Visual mode,u,make highlighted area lowercase
en,Visual mode,U,make highlighted area uppercase
en,Visual mode,v,make Visual mode characterwise or stop Visual mode
en,Visual mode,V,make Visual mode linewise or stop Visual mode
en,Visual mode,x,delete the highlighted area
en,Visual mode,X,delete the highlighted lines
en,Visual mode,y,yank the highlighted area
en,Visual mode,Y,yank the highlighted lines
en,Window commands,CTRL-W +,increase current window height N lines
en,Window commands,CTRL-W -,decrease current window height N lines
en,Window commands,CTRL-W <,decrease current window width N columns
en,Window commands,CTRL-W =,make all windows the same height & width
en,Window commands,CTRL-W >,increase current window width N columns
en,Window commands,CTRL-W ],split window and jump to tag under cursor
en,Window commands,CTRL-W ^,split current window and edit alternate file N
en,Window commands,CTRL-W _,set current window height to N (default: very high)
en,Window commands,CTRL-W |,set window width to N columns
en,Window commands,CTRL-W },show tag under cursor in preview window
en,Window commands,CTRL-W b,go to bottom window
en,Window commands,CTRL-W c,close current window (like |:close|)
en,Window commands,CTRL-W CTRL-],"same as ""CTRL-W ]"""
en,Window commands,CTRL-W CTRL-^,"same as ""CTRL-W ^"""
en,Window commands,CTRL-W CTRL-_,"same as ""CTRL-W _"""
en,Window commands,CTRL-W CTRL-B,"same as ""CTRL-W b"""
en,Window commands,CTRL-W CTRL-C,"same as ""CTRL-W c"""
en,Window commands,CTRL-W CTRL-D,"same as ""CTRL-W d"""
en,Window commands,CTRL-W CTRL-F,"same as ""CTRL-W f"""
en,Window commands,CTRL-W CTRL-G,"same as ""CTRL-W g .."""
en,Window commands,CTRL-W CTRL-H,"same as ""CTRL-W h"""
en,Window commands,CTRL-W CTRL-I,"same as ""CTRL-W i"""
en,Window commands,CTRL-W CTRL-J,"same as ""CTRL-W j"""
en,Window commands,CTRL-W CTRL-K,"same as ""CTRL-W k"""
en,Window commands,CTRL-W CTRL-L,"same as ""CTRL-W l"""
en,Window commands,CTRL-W CTRL-N,"same as ""CTRL-W n"""
en,Window commands,CTRL-W CTRL-O,"same as ""CTRL-W o"""
en,Window commands,CTRL-W CTRL-P,"same as ""CTRL-W p"""
en,Window commands,CTRL-W CTRL-Q,"same as ""CTRL-W q"""
en,Window commands,CTRL-W CTRL-R,"same as ""CTRL-W r"""
en,Window commands,CTRL-W CTRL-S,"same as ""CTRL-W s"""
en,Window commands,CTRL-W CTRL-T,"same as ""CTRL-W t"""
en,Window commands,CTRL-W CTRL-V,"same as ""CTRL-W v"""
en,Window commands,CTRL-W CTRL-W,"same as ""CTRL-W w"""
en,Window commands,CTRL-W CTRL-X,"same as ""CTRL-W x"""
en,Window commands,CTRL-W CTRL-Z,"same as ""CTRL-W z"""
en,Window commands,CTRL-W d,split window and jump to definition under the cursor
en,Window commands,CTRL-W <Down>,"same as ""CTRL-W j"""
en,Window commands,CTRL-W f,split window and edit file name under the cursor
en,Window commands,CTRL-W F,split window and edit file name under the cursor and jump to the line number following the file name.
en,Window commands,CTRL-W g ],split window and do |:tselect| for tag under cursor
en,Window commands,CTRL-W g },do a |:ptjump| to the tag under the cursor
en,Window commands,CTRL-W g CTRL-],split window and do |:tjump| to tag under cursor
en,Window commands,CTRL-W g f,edit file name under the cursor in a new tab page
en,Window commands,CTRL-W g F,edit file name under the cursor in a new tab page and jump to the line number following the file name.
en,Window commands,CTRL-W h,go to Nth left window (stop at first window)
en,Window commands,CTRL-W H,move current window to the far left
en,Window commands,CTRL-W i,split window and jump to declaration of identifier under the cursor
en,Window commands,CTRL-W j,go N windows down (stop at last window)
en,Window commands,CTRL-W J,move current window to the very bottom
en,Window commands,CTRL-W k,go N windows up (stop at first window)
en,Window commands,CTRL-W K,move current window to the very top
en,Window commands,CTRL-W l,go to Nth right window (stop at last window)
en,Window commands,CTRL-W L,move current window to the far right
en,Window commands,CTRL-W <Left>,"same as ""CTRL-W h"""
en,Window commands,CTRL-W n,"open new window, N lines high"
en,Window commands,CTRL-W o,close all but current window (like |:only|)
en,Window commands,CTRL-W p,go to previous (last accessed) window
en,Window commands,CTRL-W P,go to preview window
en,Window commands,CTRL-W q,quit current window (like |:quit|)
en,Window commands,CTRL-W r,rotate windows downwards N times
en,Window commands,CTRL-W R,rotate windows upwards N times
en,Window commands,CTRL-W <Right>,"same as ""CTRL-W l"""
en,Window commands,CTRL-W s,"split current window in two parts, new window N lines high"
en,Window commands,CTRL-W S,"same as ""CTRL-W s"""
en,Window commands,CTRL-W t,go to top window
en,Window commands,CTRL-W T,move current window to a new tab page
en,Window commands,CTRL-W <Up>,"same as ""CTRL-W k"""
en,Window commands,CTRL-W v,"split current window vertically, new window N columns wide"
en,Window commands,CTRL-W w,go to N next window (wrap around)
en,Window commands,CTRL-W W,go to N previous window (wrap around)
en,Window commands,CTRL-W x,exchange current window with window N (default: next window)
en,Window commands,CTRL-W z,close preview window
