language,mode,command,description
tw,一般模式,"[""x]x",刪除游標開始的 N 個字元 [到暫存區 x]。
tw,一般模式,"[""x]X",刪除游標前的 N 個字元 [到暫存器 x]。
tw,一般模式,"[""x]Y","抽出 N 行 [到暫存區 x]；等同於 ""yy""。"
tw,一般模式,"[""x]y{motion}",抽出 Nmove text [到暫存區 x]。
tw,一般模式,"[""x]yy",抽出 N 行 [到暫存區 x]。
tw,一般模式,z{char},'z' 開始的指令，見下 |z|。
tw,一般模式,ZQ,無論如何退出當前檔案。
tw,一般模式,ZZ,如果修改過，保存當前檔案，然後離開。
tw,可視模式,:,使用高亮 (highlight) 行作為範圍，開始一個命令列。
tw,可視模式,<,左移高亮 (highlight) 行一個 'shiftwidth'。
tw,可視模式,=,用 {equalprg} 選項指定的外部程式過濾高亮 (highlight) 行。
tw,可視模式,>,右移高亮 (highlight) 行一個 'shiftwidth'。
tw,可視模式,~,變更高亮 (highlight) 區域的大小寫。
tw,可視模式,"a""",延伸高亮 (highlight) 區域，使包含一個雙引號字元串。
tw,可視模式,a',延伸高亮 (highlight) 區域，使包含一個單引號字元串。
tw,可視模式,a(,等同於 ab。
tw,可視模式,a),等同於 ab。
tw,可視模式,a<,延伸高亮 (highlight) 區域，使包含一個 <> 塊。
tw,可視模式,a>,等同於 a<。
tw,可視模式,a[,延伸高亮 (highlight) 區域，使包含一個 [] 塊。
tw,可視模式,a],等同於 a[。
tw,可視模式,a`,延伸高亮 (highlight) 區域，使包含一個反引號字元串。
tw,可視模式,a{,等同於 aB。
tw,可視模式,a},等同於 aB。
tw,可視模式,A,列塊模式下: 在高亮 (highlight) 區域的所有行後附加相同的 text。
tw,可視模式,ab,延伸高亮 (highlight) 區域，使包含一個 () 塊。
tw,可視模式,aB,延伸高亮 (highlight) 區域，使包含一個 {} 塊。
tw,可視模式,ap,延伸高亮 (highlight) 區域，使包含一個段落。
tw,可視模式,as,延伸高亮 (highlight) 區域，使包含一個句子。
tw,可視模式,at,延伸高亮 (highlight) 區域，使包含一個標籤塊。
tw,可視模式,aw,"延伸高亮 (highlight) 區域，使包含 ""一個單字""。"
tw,可視模式,aW,"延伸高亮 (highlight) 區域，使包含 ""一個 word""。"
tw,可視模式,<BS>,選擇模式: 刪除高亮 (highlight) 區域。
tw,可視模式,c,刪除高亮 (highlight) 區域，並開始插入。
tw,可視模式,C,刪除高亮 (highlight) 行，並開始插入。
tw,可視模式,CTRL-],跳轉到高亮 (highlight) 的標籤上。
tw,可視模式,CTRL-C,結束可視模式。
tw,可視模式,CTRL- CTRL-G,轉到 'insertmode' 指定的模式。
tw,可視模式,CTRL- CTRL-N,結束可視模式。。
tw,可視模式,CTRL-G,在可視模式和選擇模式間切換。
tw,可視模式,CTRL-H,等同於 <BS>。
tw,可視模式,CTRL-O,從選擇模式切換到可視模式，只限於下個指令。
tw,可視模式,CTRL-V,使得可視模式面向列塊，或者退出可視模式。
tw,可視模式,d,刪除高亮 (highlight) 區域。
tw,可視模式,D,刪除高亮 (highlight) 行。
tw,可視模式,<Esc>,結束可視模式。
tw,可視模式,!{filter},通過外部指令 {filter} 過濾高亮 (highlight) 行。
tw,可視模式,gJ,連接高亮 (highlight) 行，不插入空格。
tw,可視模式,gq,排版高亮 (highlight) 行。
tw,可視模式,gv,交換現在和以前的高亮 (highlight) 區域。
tw,可視模式,"i""",延伸高亮 (highlight) 區域，使包含一個雙引號字元串 (但不含引號)。
tw,可視模式,i',延伸高亮 (highlight) 區域，使包含一個單引號字元串 (但不含引號)。
tw,可視模式,i(,等同於 ib。
tw,可視模式,i),等同於 ib。
tw,可視模式,i<,延伸高亮 (highlight) 區域，使包含內含 <> 塊。
tw,可視模式,i>,等同於 i<。
tw,可視模式,i[,延伸高亮 (highlight) 區域，使包含內含 [] 塊。
tw,可視模式,i],等同於 i[。
tw,可視模式,i`,延伸高亮 (highlight) 區域，使包含一個反引號字元串 (但不含反引號)。
tw,可視模式,i{,等同於 iB。
tw,可視模式,i},等同於 iB。
tw,可視模式,I,列塊模式: 在所有高亮 (highlight) 行之前插入相同的 text。
tw,可視模式,ib,延伸高亮 (highlight) 區域，使包含內含 () 塊。
tw,可視模式,iB,延伸高亮 (highlight) 區域，使包含內含 {} 塊。
tw,可視模式,ip,延伸高亮 (highlight) 區域，使包含內含段落。
tw,可視模式,is,延伸高亮 (highlight) 區域，使包含內含句子。
tw,可視模式,it,延伸高亮 (highlight) 區域，使包含內含標籤塊。
tw,可視模式,iw,"延伸高亮 (highlight) 區域，使包含 ""內含單字""。"
tw,可視模式,iW,"延伸高亮 (highlight) 區域，使包含 ""內含 word""。"
tw,可視模式,J,連接高亮 (highlight) 行。
tw,可視模式,K,在高亮 (highlight) 區域上運行 'keywordprg'。
tw,可視模式,o,移動游標到區域的另一側。
tw,可視模式,O,水平移動到區域的另外一側。
tw,可視模式,Q,不啟動 Ex 模式。
tw,可視模式,r,刪除高亮 (highlight) 區域，並開始插入。
tw,可視模式,R,刪除高亮 (highlight) 行並開始插入。
tw,可視模式,s,刪除高亮 (highlight) 區域，並開始插入。
tw,可視模式,S,刪除高亮 (highlight) 行並開始插入。
tw,可視模式,u,使得高亮 (highlight) 區域全變小寫。
tw,可視模式,U,使得高亮 (highlight) 區域全變大寫。
tw,可視模式,v,使用可視模式，或者退出可視模式。
tw,可視模式,V,使得可視區域面向行，或者退出可視模式。
tw,可視模式,x,刪除高亮 (highlight) 區域。
tw,可視模式,X,刪除高亮 (highlight) 區域。
tw,可視模式,y,抽出高亮 (highlight) 區域。
tw,可視模式,Y,抽出高亮 (highlight) 行。
tw,命令列編輯,<BS>,刪除游標前面的字元。
tw,命令列編輯,{char1} <BS> {char2},'digraph' 開啟時，輸入二合字母。
tw,命令列編輯,<C-Left>,游標左移一個單字。
tw,命令列編輯,<CR>,執行輸入的指令。
tw,命令列編輯,<C-Right>,游標右移一個單字。
tw,命令列編輯,CTRL-[,等同於 <Esc>。
tw,命令列編輯,CTRL-],啟用縮寫。
tw,命令列編輯,CTRL-^,切換 |:lmap| 映射的使用。
tw,命令列編輯,CTRL-_,'allowrevins'  開啟時: 變更語言 (希伯來，波斯)。
tw,命令列編輯,CTRL-A,使用游標前面的模式進行補齊，並插入所有符合的指令。
tw,命令列編輯,CTRL- a - d,保留給外掛程式用。
tw,命令列編輯,CTRL-B,游標移動到命令列開始的地方。
tw,命令列編輯,CTRL-C,等同於 <ESC>。
tw,命令列編輯,CTRL- CTRL-G,轉到 'insertmode' 指定的模式，放棄命令列。
tw,命令列編輯,CTRL- CTRL-N,轉到一般模式，放棄命令列。
tw,命令列編輯,CTRL-D,列出游標前面模式的所有補齊。
tw,命令列編輯,CTRL-E,游標移動到命令列結束的地方。
tw,命令列編輯,CTRL- e {expr},以 {expr} 的結果替換命令列。
tw,命令列編輯,CTRL-F,'cedit' 的預設值: 開啟命令列視窗；否則無作用。
tw,命令列編輯,CTRL- f - z,保留給外掛程式用。
tw,命令列編輯,CTRL-H,等同於 <BS>。
tw,命令列編輯,CTRL-I,等同於 <Tab>。
tw,命令列編輯,CTRL-J,等同於 <CR>。
tw,命令列編輯,CTRL-K {char1} {char2},輸入二合字母。
tw,命令列編輯,CTRL-L,補齊游標前的模式，並插入最長的公共子串。
tw,命令列編輯,CTRL-M,等同於 <CR>。
tw,命令列編輯,CTRL-N,使用 'wildchar' 並有多個符合: 轉到下一個符合，不然: 等同於 <Down>。
tw,命令列編輯,CTRL-O,不同。
tw,命令列編輯,CTRL-P,使用 'wildchar' 並有多個符合: 轉到上一個符合，不然: 等同於 <Up>。
tw,命令列編輯,CTRL-Q,等同於 CTRL-V，除非用於終端控制流。
tw,命令列編輯,"CTRL-R {0-9a-z""%#*:= CTRL-F CTRL-P CTRL-W CTRL-A}",插入暫存器的內容或特殊對象到游標所在的地方，如同直接輸入那樣。
tw,命令列編輯,"CTRL-R CTRL-R {0-9a-z""%#*:= CTRL-F CTRL-P CTRL-W CTRL-A}",按本義插入暫存器的內容或特殊對象到游標所在的地方。
tw,命令列編輯,CTRL-S,(用於終端控制流)。
tw,命令列編輯,CTRL-U,刪除所有字元。
tw,命令列編輯,CTRL-V,按本義插入下一個非數字字元，或者插入其後三位數字所代表的單個字節。
tw,命令列編輯,CTRL-W,刪除游標前面的單字。
tw,命令列編輯,CTRL-Y,複製 (抽出) 無模式的選擇。
tw,命令列編輯,<Del>,刪除游標所在的字元。
tw,命令列編輯,<Down>,從歷史中調入符合游標前模式的後一個命令列。
tw,命令列編輯,<End>,游標移動到命令列結束的地方。
tw,命令列編輯,<Esc>,放棄命令列，不執行。
tw,命令列編輯,<Home>,游標移動到命令列開始的地方。
tw,命令列編輯,<Insert>,切換插入/替換模式。
tw,命令列編輯,<Left>,游標左移。
tw,命令列編輯,<LeftMouse>,游標移動到滑鼠點擊的地方。
tw,命令列編輯,<NL>,等同於 <CR>。
tw,命令列編輯,<PageDown>,等同於 <S-Down>。
tw,命令列編輯,<PageUp>,等同於 <S-Up>。
tw,命令列編輯,<Right>,游標右移。
tw,命令列編輯,<S-Down>,從歷史中調入後一個命令列。
tw,命令列編輯,<S-Left>,游標左移一個單字。
tw,命令列編輯,<S-Right>,游標右移一個單字。
tw,命令列編輯,<S-Tab>,等同於 CTRL-P。
tw,命令列編輯,<S-Up>,從歷史中調入前一個命令列。
tw,命令列編輯,<Tab>,如果 'wildchar' 是 <Tab>: 補齊游標前面的模式。
tw,命令列編輯,<Up>,從歷史中調入符合游標前模式的前一個命令列。
tw,命令列編輯,'wildchar',補齊游標前面的模式 (預設: <Tab>)。
tw,插入模式,0 CTRL-D,刪除該行的所有縮排。
tw,插入模式,<BS>,刪除游標前的字元。
tw,插入模式,<C-End>,游標移到檔案結尾。
tw,插入模式,{char1}<BS>{char2},輸入二合字母 (只有開啟了 'digraph' 選項才有效)。
tw,插入模式,<C-Home>,游標移到檔案開頭。
tw,插入模式,<C-Left>,游標左移一個單字。
tw,插入模式,<CR>,開始新的一行。
tw,插入模式,<C-Right>,游標右移一個單字。
tw,插入模式,CTRL-@,插入最近插入的文字並停止插入。
tw,插入模式,CTRL-[,等同於 <Esc>。
tw,插入模式,CTRL-],切換縮寫。
tw,插入模式,CTRL-^,切換 |:lmap| 映射的使用。
tw,插入模式,CTRL-_,'allowrevins' 開啟時: 變更語言 (希伯來語，波斯語等) {僅當編譯時加入|+rightleft| 特性才有效}。
tw,插入模式,CTRL-A,插入最近插入的文字。
tw,插入模式,CTRL- a - z,保留給外掛程式用。
tw,插入模式,CTRL-C,退出插入模式，不檢查縮寫，除非置位了'insertmode'。
tw,插入模式,CTRL- CTRL-G,進入 'insertmode' 指定的模式。
tw,插入模式,CTRL- CTRL-N,進入一般模式。
tw,插入模式,^ CTRL-D,刪除該行的所有縮排，在下一行恢復刪除的縮排。
tw,插入模式,CTRL-D,在該行刪除一個 shiftwidth 的縮排。
tw,插入模式,CTRL-E,插入游標下方的字元。
tw,插入模式,CTRL-G CTRL-J,將游標往下移動一行 (等同於在編輯模式中按下 <Down> 鍵)。
tw,插入模式,CTRL-G CTRL-K,將游標往上移動一行 (等同於在編輯模式中按下 <Up> 鍵)。
tw,插入模式,CTRL-G <Down>,將游標往下移動一行 (等同於在編輯模式中按下 <Down> 鍵)。
tw,插入模式,CTRL-G j,將游標往下移動一行 (等同於在編輯模式中按下 <Down> 鍵)。
tw,插入模式,CTRL-G k,將游標往上移動一行 (等同於在編輯模式中按下 <Up> 鍵)。
tw,插入模式,CTRL-G u,開始新的不可還原的編輯。
tw,插入模式,CTRL-G <Up>,將游標往上移動一行 (等同於在編輯模式中按下 <Up> 鍵)。
tw,插入模式,CTRL-H,等同於 <BS>。
tw,插入模式,CTRL-I,等同於 <Tab>
tw,插入模式,CTRL-J,等同於 <CR>。
tw,插入模式,CTRL-K {char1} {char2},輸入二合字母。
tw,插入模式,CTRL-L,'insertmode' 開啟時: 離開插入模式。
tw,插入模式,CTRL-M,等同於 <CR>。
tw,插入模式,CTRL-N,尋找符合游標前面的下一個關鍵字。
tw,插入模式,CTRL-O,執行單個指令然後回到插入模式。
tw,插入模式,CTRL-P,尋找符合游標前面的上一個關鍵字。
tw,插入模式,CTRL-Q,等同於 CTRL-V，除非用於終端控制流程。
tw,插入模式,"CTRL-R {0-9a-z""%#*:=}",插入暫存器內容。
tw,插入模式,"CTRL-R CTRL-O {0-9a-z""%#*:=}",按本義插入暫存器內容，而且不自動縮排。
tw,插入模式,"CTRL-R CTRL-P {0-9a-z""%#*:=}",按本義插入暫存器內容，而且修正縮排。
tw,插入模式,"CTRL-R CTRL-R {0-9a-z""%#*:=}",按本義插入暫存器內容。
tw,插入模式,CTRL-S,(用於終端控制流程)。
tw,插入模式,CTRL-T,在該行插入一個 shiftwidth 的縮排。
tw,插入模式,CTRL-U,刪除該行的所有輸入字元。
tw,插入模式,CTRL-V {char},按本義插入下一個非數字字元。
tw,插入模式,CTRL-V {number},插入三位十進制數字代表的單個字節。
tw,插入模式,CTRL-W,刪除游標前的單字。
tw,插入模式,CTRL-X {mode},進入 CTRL-X 子模式，見 |i_CTRL-X_index|。
tw,插入模式,CTRL-Y,插入游標上方的字元。
tw,插入模式,CTRL-Z,'insertmode' 開啟時: 暫停 Vim。
tw,插入模式,<Del>,刪除游標所在的字元。
tw,插入模式,<Down>,游標下移一行。
tw,插入模式,<End>,游標移到行尾後面。
tw,插入模式,<Esc>,結束插入模式 (除非開啟了 'insertmode')。
tw,插入模式,<F1>,等同於 <Help>。
tw,插入模式,<Help>,停止插入模式顯示說明視窗。
tw,插入模式,<Home>,游標移到行首。
tw,插入模式,<Insert>,切換插入/替換模式。
tw,插入模式,<Left>,游標左移一個字元。
tw,插入模式,<LeftMouse>,游標移到滑鼠點擊處。
tw,插入模式,<NL>,等同於 <CR>。
tw,插入模式,<PageDown>,下一個畫面。
tw,插入模式,<PageUp>,上一個畫面。
tw,插入模式,<Right>,游標右移一個字元。
tw,插入模式,<ScrollWheelDown>,視窗向下捲動三行。
tw,插入模式,<ScrollWheelLeft>,視窗向左捲動六列。
tw,插入模式,<ScrollWheelRight>,視窗向右捲動六列。
tw,插入模式,<ScrollWheelUp>,視窗向上捲動三行。
tw,插入模式,<S-Down>,等同於 <PageDown>。
tw,插入模式,<S-Left>,游標左移一個單字。
tw,插入模式,<S-Right>,游標右移一個單字。
tw,插入模式,<S-ScrollWheelDown>,視窗向下捲動一頁。
tw,插入模式,<S-ScrollWheelLeft>,視窗向左捲動一頁。
tw,插入模式,<S-ScrollWheelRight>,視窗向右捲動一頁。
tw,插入模式,<S-ScrollWheelUp>,視窗向上捲動一頁。
tw,插入模式,<S-Up>,等同於 <PageUp>。
tw,插入模式,<Tab>,插入 <Tab> 字元。
tw,插入模式,<Up>,游標上移一行。
tw,方括號指令,[#,游標移動到前面第 N 個未符合的 #if、#else 或者 #ifdef。
tw,方括號指令,[',游標移動到前面的小寫位置標記，定位在它所在行的第一個非空白字元上。
tw,方括號指令,[(,游標移動到前面第 N 個未符合的 '('。
tw,方括號指令,[*,"等同於 ""[/""。"
tw,方括號指令,[/,游標移動到前面第 N 個 C 註釋的開始處。
tw,方括號指令,[[,游標後退 N 個小節。
tw,方括號指令,[],游標後退 N 個 SECTION。
tw,方括號指令,[`,游標移動到前一個小寫位置標記。
tw,方括號指令,[{,游標後退 N 個未符合的 '{'。
tw,方括號指令,]#,游標移動到後面第 N 個未符合的 #endif、#else。
tw,方括號指令,]',游標移動到後面的小寫位置標記，定位在它所在行的第一個非空白字元上。
tw,方括號指令,](,游標移動到後面第 N 個未符合的 ')'。
tw,方括號指令,]*,"等同於 ""]/""。"
tw,方括號指令,]/,游標移動到後面第 N 個 C 註釋的結尾處。
tw,方括號指令,]],游標前進 N 個小節。
tw,方括號指令,]`,游標移動到後一個小寫位置標記。
tw,方括號指令,]{,游標前進 N 個未符合的 '}'。
tw,方括號指令,[c,游標後退 N 個更改開始的地方。
tw,方括號指令,]c,游標前進 N 個更改開始的地方。
tw,方括號指令,[ CTRL-D,跳轉到第一個在當前檔案和它包含的標頭檔裡符合游標所在的單字的 #define，從當前檔案的頭部開始。
tw,方括號指令,] CTRL-D,跳轉到第一個在當前檔案和它包含的標頭檔裡符合游標所在的單字的 #define，從游標位置開始。
tw,方括號指令,[ CTRL-I,跳轉到第一個在當前檔案和它包含的標頭檔裡符合游標所在單字的位置，從當前檔案頭部開始。
tw,方括號指令,] CTRL-I,跳轉到第一個在當前檔案和它包含的標頭檔裡符合游標所在單字的位置，從游標位置開始。
tw,方括號指令,[d,顯示第一個在當前檔案和它包含的標頭檔裡符合游標所在的單字的 #define，從當前檔案的頭部開始。
tw,方括號指令,]d,顯示第一個在當前檔案和它包含的標頭檔裡符合游標所在的單字的 #define，從游標位置開始。
tw,方括號指令,[D,列出在當前檔案和它包含的標頭檔裡符合游標所在的單字的所有定義，從當前檔案的頭部開始。
tw,方括號指令,]D,列出在當前檔案和它包含的標頭檔裡符合游標所在的單字的所有定義，從游標位置開始。
tw,方括號指令,[f,"等同於 ""gf""。"
tw,方括號指令,]f,"等同於 ""gf""。"
tw,方括號指令,[i,顯示第一個在當前檔案和它包含的標頭檔裡符合游標所在單字的位置，從當前檔案的頭部開始。
tw,方括號指令,]i,顯示第一個在當前檔案和它包含的標頭檔裡符合游標所在單字的位置，從游標位置開始。
tw,方括號指令,[I,列出在當前檔案和它包含的標頭檔裡符合游標所在單字的所有位置，從當前檔案的頭部開始。
tw,方括號指令,]I,列出在當前檔案和它包含的標頭檔裡符合游標所在單字的所有位置，從游標位置開始。
tw,方括號指令,[m,游標後退 N 個成員函數的開始。
tw,方括號指令,]m,游標前進 N 個成員函數的結尾。
tw,方括號指令,[<MiddleMouse>,"等同於 ""[p""。"
tw,方括號指令,]<MiddleMouse>,"等同於 ""]p""。"
tw,方括號指令,[p,"類似於 ""P""，但調整該行的縮排。"
tw,方括號指令,]p,"類似於 ""p""，但調整該行的縮排。"
tw,方括號指令,[P,"等同於 ""[p""。"
tw,方括號指令,]P,"等同於 ""[p""。"
tw,方括號指令,[s,移動到前一個拼字錯誤的單字。
tw,方括號指令,]s,移動到後一個拼字錯誤的單字。
tw,方括號指令,[z,移動到開啟的摺疊的開始。
tw,方括號指令,]z,移動到開啟的摺疊的結尾處。
tw,視窗指令,CTRL-W +,增加前視窗高度 N 行。
tw,視窗指令,CTRL-W -,減少當前視窗高度 N 行。
tw,視窗指令,CTRL-W <,減少當前視窗寬度 N 列。
tw,視窗指令,CTRL-W =,使得所有視窗同寬同高。
tw,視窗指令,CTRL-W >,增加當前視窗寬度 N 列。
tw,視窗指令,CTRL-W ],分割視窗並跳轉到游標所在的標籤上。
tw,視窗指令,CTRL-W ^,分割視窗並編輯備用檔 N。
tw,視窗指令,CTRL-W _,設定當前視窗高度為 N (預設: 儘量大)。
tw,視窗指令,CTRL-W |,設定視窗寬度為 N 列。
tw,視窗指令,CTRL-W },在預覽視窗裡顯示游標所在的標籤。
tw,視窗指令,CTRL-W b,跳轉到底部的視窗。
tw,視窗指令,CTRL-W c,關閉當前視窗 (類似於 |:close|)。
tw,視窗指令,CTRL-W CTRL-],"等同於 ""CTRL-W ]""。"
tw,視窗指令,CTRL-W CTRL-^,"等同於 ""CTRL-W ^""。"
tw,視窗指令,CTRL-W CTRL-_,"等同於 ""CTRL-W _""。"
tw,視窗指令,CTRL-W CTRL-B,"等同於 ""CTRL-W b""。"
tw,視窗指令,CTRL-W CTRL-C,"等同於 ""CTRL-W c""。"
tw,視窗指令,CTRL-W CTRL-D,"等同於 ""CTRL-W d""。"
tw,視窗指令,CTRL-W CTRL-F,"等同於 ""CTRL-W f""。"
tw,視窗指令,CTRL-W CTRL-G,"等同於 ""CTRL-W g ..""。"
tw,視窗指令,CTRL-W CTRL-H,"等同於 ""CTRL-W h""。"
tw,視窗指令,CTRL-W CTRL-I,"等同於 ""CTRL-W i""。"
tw,視窗指令,CTRL-W CTRL-J,"等同於 ""CTRL-W j""。"
tw,視窗指令,CTRL-W CTRL-K,"等同於 ""CTRL-W k""。"
tw,視窗指令,CTRL-W CTRL-L,"等同於 ""CTRL-W l""。"
tw,視窗指令,CTRL-W CTRL-N,"等同於 ""CTRL-W n""。"
tw,視窗指令,CTRL-W CTRL-O,"等同於 ""CTRL-W o""。"
tw,視窗指令,CTRL-W CTRL-P,"等同於 ""CTRL-W p""。"
tw,視窗指令,CTRL-W CTRL-Q,"等同於 ""CTRL-W q""。"
tw,視窗指令,CTRL-W CTRL-R,"等同於 ""CTRL-W r""。"
tw,視窗指令,CTRL-W CTRL-S,"等同於 ""CTRL-W s""。"
tw,視窗指令,CTRL-W CTRL-T,"等同於 ""CTRL-W t""。"
tw,視窗指令,CTRL-W CTRL-V,"等同於 ""CTRL-W v""。"
tw,視窗指令,CTRL-W CTRL-W,"等同於 ""CTRL-W w""。"
tw,視窗指令,CTRL-W CTRL-X,"等同於 ""CTRL-W x""。"
tw,視窗指令,CTRL-W CTRL-Z,"等同於 ""CTRL-W z""。"
tw,視窗指令,CTRL-W d,分割視窗並跳轉到游標所在的定義上。
tw,視窗指令,CTRL-W <Down>,"等同於 ""CTRL-W j""。"
tw,視窗指令,CTRL-W f,分割視窗並跳轉到游標所在的檔名上。
tw,視窗指令,CTRL-W F,分割視窗並編輯游標所在的檔名，然後跳轉到檔名後給出的行號上。
tw,視窗指令,CTRL-W g ],分割視窗並在游標所在的標籤上執行 |:tselect|。
tw,視窗指令,CTRL-W g },在游標所在的標籤上執行 |:ptjump|。
tw,視窗指令,CTRL-W g CTRL-],分割視窗並在游標所在的標籤上執行 |:tjump|。
tw,視窗指令,CTRL-W g f,在新分頁裡編輯游標所在的檔名。
tw,視窗指令,CTRL-W g F,在新分頁裡編輯游標所在的檔名然後跳轉到檔名後給出的行號上。
tw,視窗指令,CTRL-W h,跳轉到左面第 N 個的視窗 (在首個視窗上停止)。
tw,視窗指令,CTRL-W H,移動當前視窗到最左邊。
tw,視窗指令,CTRL-W i,分割視窗並跳轉到游標所在的標識符號的聲明上。
tw,視窗指令,CTRL-W j,跳轉到下面第 N 個的視窗 (在最後視窗上停止)。
tw,視窗指令,CTRL-W J,移動當前視窗到最底部。
tw,視窗指令,CTRL-W k,跳轉到上面第 N 個的視窗 (在首個視窗上停止)。
tw,視窗指令,CTRL-W K,移動當前視窗到最頂部。
tw,視窗指令,CTRL-W l,跳轉到右面第 N 個的視窗 (在最後視窗上停止)。
tw,視窗指令,CTRL-W L,移動當前視窗到最右邊。
tw,視窗指令,CTRL-W <Left>,"等同於 ""CTRL-W h""。"
tw,視窗指令,CTRL-W n,開啟新視窗，N 行高。
tw,視窗指令,CTRL-W o,關閉除了當前視窗以外的所有視窗 (類似於|:only|)。
tw,視窗指令,CTRL-W p,轉到前面一個 (最近訪問的) 視窗。
tw,視窗指令,CTRL-W P,跳轉到預覽視窗。
tw,視窗指令,CTRL-W q,退出當前視窗 (類似於 |:quit|)。
tw,視窗指令,CTRL-W r,向下旋轉視窗 N 次。
tw,視窗指令,CTRL-W R,向上旋轉視窗 N 次。
tw,視窗指令,CTRL-W <Right>,"等同於 ""CTRL-W l""。"
tw,視窗指令,CTRL-W s,分割當前視窗為兩部分，新的視窗 N 行高。
tw,視窗指令,CTRL-W S,"等同於 ""CTRL-W s""。"
tw,視窗指令,CTRL-W t,跳轉到頂部視窗。
tw,視窗指令,CTRL-W T,移動當前視窗到新標籤頁。
tw,視窗指令,CTRL-W <Up>,"等同於 ""CTRL-W k""。"
tw,視窗指令,CTRL-W v,垂直分割當前視窗，新的視窗 N 列寬。
tw,視窗指令,CTRL-W w,轉到後面第 N 個視窗 (迴繞)。
tw,視窗指令,CTRL-W W,跳轉到前面第 N 個視窗 (迴繞)。
tw,視窗指令,CTRL-W x,交換當前和第 N 個視窗 (預設: 下一個視窗)。
tw,視窗指令,CTRL-W z,關閉預覽視窗。
