language,mode,command,description
cn,方括号命令,[i,显示第一个在当前文件和它包含的头文件里匹配光标所在单词的位置，从当前文件的头部开始
cn,方括号命令,]i,显示第一个在当前文件和它包含的头文件里匹配光标所在单词的位置，从光标位置开始
cn,方括号命令,[I,列出在当前文件和它包含的头文件里匹配光标所在单词的所有位置，从当前文件的头部开始
cn,方括号命令,]I,列出在当前文件和它包含的头文件里匹配光标所在单词的所有位置，从光标位置开始
cn,方括号命令,[m,光标后退 N 个成员函数的开始
cn,方括号命令,]m,光标前进 N 个成员函数的结尾
cn,方括号命令,[<MiddleMouse>,"等同于 ""[p"""
cn,方括号命令,]<MiddleMouse>,"等同于 ""]p"""
cn,方括号命令,[p,"类似于 ""P""，但调整当前行的缩进"
cn,方括号命令,]p,"类似于 ""p""，但调整当前行的缩进"
cn,方括号命令,[P,"等同于 ""[p"""
cn,方括号命令,]P,"等同于 ""[p"""
cn,方括号命令,[s,移动到前一个拼写错误的单词
cn,方括号命令,]s,移动到后一个拼写错误的单词
cn,方括号命令,[z,移动到打开的折叠的开始
cn,方括号命令,]z,移动到打开的折叠的结尾处
cn,普通模式,#,反向搜索第 N 次出现的光标所在的标识符
cn,普通模式,%,查找本行下一个 (花/方) 括号，并转到其匹配的括号上，或者转到匹配的注释配对上，或者转到匹配的预处理命令上。
cn,普通模式,&,重复上次 :s
cn,普通模式,'',光标移动到最近一次跳转之前所在行的第一个CHAR 上
cn,普通模式,'(,光标移动到当前句子的首部所在行的第一个 CHAR上
cn,普通模式,'),光标移动到当前句子的尾部所在行的第一个 CHAR上
cn,普通模式,'<,光标移动到当前缓冲区高亮区开始/曾经开始的行的第一个 CHAR 上。
cn,普通模式,'>,光标移动到当前缓冲区高亮区结束/曾经结束的行的第一个 CHAR 上。
cn,普通模式,'[,光标移动到当前缓冲区最近操作/放置的文本的首部所在行的第一个 CHAR 上
cn,普通模式,'],光标移动到当前缓冲区最近操作/放置的文本的尾部所在行的第一个 CHAR 上
cn,普通模式,'{,光标移动到当前段落的首部所在行的第一个 CHAR上
cn,普通模式,'},光标移动到当前段落的尾部所在行的第一个 CHAR上
cn,普通模式,(,光标回退 N 个句子
cn,普通模式,),光标前进 N 个句子
cn,普通模式,*,正向搜索第 N 次出现的光标所在的标识符
cn,普通模式,+,等同于 <CR>
cn,普通模式,",",反方向重复最近的 f、t、F 或 T N 次
cn,普通模式,-,光标移动到上方 N 行的第一个 CHAR 上
cn,普通模式,.,重复最近的改变，其计数被 N 取代
cn,普通模式,:,开始进入 Ex 命令
cn,普通模式,;,重复最近的 f、t、F 或 T N 次
cn,普通模式,<<,左移 N 行一个 'shiftwidth'
cn,普通模式,==,"通过 ""indent"" 过滤 N 行"
cn,普通模式,>>,右移 N 行一个 'shiftwidth'
cn,普通模式,@:,"重复上次的 "":"" 命令 N 次"
cn,普通模式,@@,重复上次的 @{a-z} N 次
cn,普通模式,^,光标移动到本行的第一个 CHAR 上
cn,普通模式,_,光标移动到下方第 N - 1 行的第一个 CHAR 上
cn,普通模式,`(,光标移动当前句子的开始处
cn,普通模式,`),光标移动当前句子的结束处
cn,普通模式,`<,光标移动高亮区域的开始处
cn,普通模式,`>,光标移动高亮区域的结束处
cn,普通模式,`[,光标移动最近一次操作/放置的文本的开始处
cn,普通模式,`],光标移动最近一次操作/放置的文本的结束处
cn,普通模式,``,光标移动最近一次跳转的位置
cn,普通模式,`{,光标移动当前段落的开始处
cn,普通模式,`},光标移动当前段落的结束处
cn,普通模式,{,光标反向移动 N 个段落
cn,普通模式,|,光标移到第 N 列
cn,普通模式,},光标正向移动 N 个段落
cn,普通模式,~,'tildeop' 关闭时: 切换光标所在处开始的 N 个字符的大小写，并右移光标 N 个字符
cn,普通模式,$,光标移动到往下第 N 行的行尾之后
cn,普通模式,0,光标移动到本行的第一个字符上
cn,普通模式,"1,2,3,4,5,6,7,8,9",附加于命令前，给出计数
cn,普通模式,a,在光标处附加文本 N 次
cn,普通模式,A,在行尾附加文本 N 次
cn,普通模式,@{a-z},执行 {a-z} 寄存器的内容 N 次
cn,普通模式,"""{a-zA-Z0-9.%#:-""}","指定下次删除、抽出或放置使用的寄存器{a-zA-Z0-9.%#:-""} (大写用于添加)({.%#:} 只能用于放置)"
cn,普通模式,'{a-zA-Z0-9},光标移动到位置标记 {a-zA-Z0-9} 所在行的第一个 CHAR 上
cn,普通模式,`{a-zA-Z0-9},光标移动到位置标记 {a-zA-Z0-9}
cn,普通模式,b,光标反向移动 N 个单词
cn,普通模式,B,光标反向移动 N 个 WORD (字串)
cn,普通模式,<BS>,"等同于 ""h"""
cn,普通模式,<C-End>,"等同于 ""G"""
cn,普通模式,[{char},方括号命令 (见下 |[|)
cn,普通模式,]{char},方括号命令 (见下 |]|)
cn,普通模式,<C-Home>,"等同于 ""gg"""
cn,普通模式,<C-Left>,"等同于 ""b"""
cn,普通模式,<C-LeftMouse>,""":ta"" 到鼠标点击所在的单词上"
cn,普通模式,{count}%,转到文件的百分之 N 的位置上
cn,普通模式,{count}:,开始进入 Ex 命令，给出从当前行开始到下方N-1 行为止的行范围
cn,普通模式,{count}<Del>,删除 {count} 最后的一位数字
cn,普通模式,/<CR>,正向搜索最近一次搜索使用的 {pattern}
cn,普通模式,<CR>,光标移到 N 行下面的第一个 CHAR
cn,普通模式,?<CR>,反向搜索最近一次搜索使用的 {pattern}
cn,普通模式,<C-Right>,"等同于 ""w"""
cn,普通模式,<C-RightMouse>,"等同于 ""CTRL-T"""
cn,普通模式,CTRL-,其它        不用
cn,普通模式,CTRL-],:ta 到光标所在的标识符
cn,普通模式,CTRL-^,"编辑第 N 个轮换文件 (等价于 "":e #N"")"
cn,普通模式,CTRL-A,把 N 加到光标所在/之后的数值上
cn,普通模式,CTRL- a - z,保留作扩展用
cn,普通模式,CTRL-B,反向 (Back) 滚动 N 屏
cn,普通模式,CTRL-C,终止当前的 (搜索) 命令
cn,普通模式,CTRL- CTRL-G,进入 'insertmode' 指定的模式
cn,普通模式,CTRL- CTRL-N,进入普通 (Normal) 模式 (空动作)
cn,普通模式,CTRL-D,向下 (Down) 滚动 N 行 (缺省: 半屏)
cn,普通模式,CTRL-E,向上滚动 N 行 (附加 (Extra) N 行)
cn,普通模式,CTRL-F,向前 (Forward) 滚动 N 屏
cn,普通模式,CTRL-G,显示当前文件名和位置
cn,普通模式,CTRL-H,"等同于 ""h"""
cn,普通模式,CTRL-I,等同于 <Tab>
cn,普通模式,CTRL-J,"等同于 ""j"""
cn,普通模式,CTRL-L,重画屏幕
cn,普通模式,CTRL-M,等同于 <CR>
cn,普通模式,CTRL-N,"等同于 ""j"""
cn,普通模式,CTRL-O,跳转到跳转表里第 N 个较旧的项目
cn,普通模式,CTRL-P,"等同于 ""k"""
cn,普通模式,CTRL-Q,(用于终端控制流)
cn,普通模式,CTRL-R,重做 'u' 撤消的改变
cn,普通模式,CTRL-S,(用于终端控制流)
cn,普通模式,CTRL-T,跳转到标签列表的第 N 个较老的标签 (Tag)
cn,普通模式,CTRL-U,上滚 (Upwards) N 行 (缺省: 半屏)
cn,普通模式,CTRL-V,开始面向列块的可视 (Visual) 模式
cn,普通模式,CTRL-W {char},窗口命令，见 |CTRL-W|
cn,普通模式,CTRL-X,从光标所在/之后的数值上减去 N
cn,普通模式,CTRL-Y,下滚 N 行
cn,普通模式,CTRL-Z,暂停程序 (或者启动新的外壳)
cn,普通模式,do,"等同于 "":diffget"""
cn,普通模式,<Down>,"等同于 ""j"""
cn,普通模式,dp,"等同于 "":diffput"""
cn,普通模式,e,光标正向移动到第 N 个单词的结束处
cn,普通模式,E,光标正向移动到第 N 个 WORD 的结束处
cn,普通模式,<End>,"等同于 ""$"""
cn,普通模式,<F1>,等同于 <Help>
cn,普通模式,f{char},光标右移到第 N 次出现的 {char} 上
cn,普通模式,F{char},光标左移到第 N 次出现的 {char} 上
cn,普通模式,!!{filter},通过 {filter} 命令过滤 N 行
cn,普通模式,G,光标移动到第 N 行，缺省是最后一行
cn,普通模式,g{char},扩展命令，见下 |g|
cn,普通模式,h,光标左移 N 个字符
cn,普通模式,H,光标移动到屏幕顶部开始算的第 N 行
cn,普通模式,<Help>,打开帮助窗口
cn,普通模式,<Home>,"等同于 ""0"""
cn,普通模式,i,在光标前插入文本 N 次
cn,普通模式,I,在本行第一个 CHAR 之前插入文本 N 次
cn,普通模式,<Insert>,"等同于 ""i"""
cn,普通模式,j,光标下移 N 行
cn,普通模式,J,连接 (Join) N 行；缺省为 2
cn,普通模式,k,光标上移 N 行
cn,普通模式,K,查找光标所在的关键字 (Keyword)，使用'keywordprg' 的定义
cn,普通模式,l,光标右移 N 个字符
cn,普通模式,L,光标移动到屏幕底部开始算的第 N 行
cn,普通模式,<Left>,"等同于 ""h"""
cn,普通模式,<LeftMouse>,移动光标到鼠标点击处
cn,普通模式,M,光标移动到屏幕的中间一行
cn,普通模式,m{A-Za-z},在光标位置处设置位置标记 {A-Za-z}
cn,普通模式,<MiddleMouse>,"等同于在鼠标点击处 ""gP"""
cn,普通模式,<{motion},左移 Nmove 文本行一个 'shiftwidth'
cn,普通模式,={motion},"通过 ""indent"" 过滤 Nmove 文本行"
cn,普通模式,>{motion},右移 Nmove 文本行一个 'shiftwidth'
cn,普通模式,~{motion},'tildeop' 打开时: 切换 Nmove 文本的大小写
cn,普通模式,!{motion}{filter}2,通过 {filter} 命令过滤 Nmove 文本
cn,普通模式,n,重复最近的 '/' 或 '?' N 次
cn,普通模式,N,反方向重复最近的 '/' 或 '?' N 次
cn,普通模式,<NL>,"等同于 ""j"""
cn,普通模式,o,在光标下方开始一个新行，并插入文本，重复 N次
cn,普通模式,O,在光标上方开始一个新行，并插入文本，重复 N次
cn,普通模式,<PageDown>,等同于 CTRL-F
cn,普通模式,<PageUp>,等同于 CTRL-B
cn,普通模式,/{pattern}<CR>,正向搜索第 N 次出现的 {pattern}
cn,普通模式,?{pattern}<CR>,反向搜索第 N 次出现的 {pattern}
cn,普通模式,q,(在记录时) 停止记录
cn,普通模式,q/,在命令行窗口里编辑 / 命令行
cn,普通模式,q:,在命令行窗口里编辑 : 命令行
cn,普通模式,q?,在命令行窗口里编辑 ? 命令行
cn,普通模式,Q,"切换到 ""Ex"" 模式"
cn,普通模式,"q{0-9a-zA-Z""}","记录输入的字符到命令寄存器 {0-9a-zA-Z""}(大写用于添加)"
cn,普通模式,R,进入替换模式: 覆盖存在的字符，重复输入文本N-1 次
cn,普通模式,r{char},用 {char} 替换 N 个字符
cn,普通模式,<Right>,"等同于 ""l"""
cn,普通模式,<RightMouse>,开始可视模式，移动光标到鼠标点击处
cn,普通模式,<ScrollWheelDown>,窗口向下滚动三行
cn,普通模式,<ScrollWheelLeft>,窗口向左滚动六列
cn,普通模式,<ScrollWheelRight>,窗口向右滚动六列
cn,普通模式,<ScrollWheelUp>,窗口向上滚动三行
cn,普通模式,<S-Down>,等同于 CTRL-F
cn,普通模式,<S-Left>,"等同于 ""b"""
cn,普通模式,<S-LeftMouse>,"等同于在鼠标点击处 ""*"""
cn,普通模式,<Space>,"等同于 ""l"""
cn,普通模式,<S-Right>,"等同于 ""w"""
cn,普通模式,<S-RightMouse>,"等同于在鼠标点击处 ""#"""
cn,普通模式,<S-ScrollWheelDown>,窗口向下滚动完整一页
cn,普通模式,<S-ScrollWheelLeft>,窗口向左滚动完整一页
cn,普通模式,<S-ScrollWheelRight>,窗口向右滚动完整一页
cn,普通模式,<S-ScrollWheelUp>,窗口向上滚动完整一页
cn,普通模式,<S-Up>,等同于 CTRL-B
cn,普通模式,<Tab>,跳转到跳转表里第 N 个较新的项目
cn,普通模式,t{char},光标移动到右侧第 N 次出现的 {char} 之前
cn,普通模式,T{char},光标移动到左侧第 N 次出现的 {char} 之前
cn,普通模式,u,撤消改变
cn,普通模式,U,撤消一行内所有最近的改变
cn,普通模式,<Undo>,"等同于 ""u"""
cn,普通模式,<Up>,"等同于 ""k"""
cn,普通模式,v,开始面向字符的可视 (Visual) 模式
cn,普通模式,V,进入面向行的可视 (Visual) 模式
cn,普通模式,w,光标前移 N 个单词
cn,普通模式,W,光标前移 N 个 WORD
cn,普通模式,"[""x]C","从光标位置到行尾部分，再加上 N-1 行进行修改[到缓冲区 (译者注: 应为寄存器，下同) x]；等价于 ""c$"""
cn,普通模式,"[""x]cc",删除 N 行 [到缓冲区 (见上) x] 并开始编辑
cn,普通模式,"[""x]c{motion}",删除 Nmove 文本 [到缓冲区 (见上) x] 并开始编辑
cn,普通模式,"[""x]D","删除位置到行尾部分，再加上 N-1 行的字符 [到缓冲区 (见上) x]；等价于 ""d$"""
cn,普通模式,"[""x]dd",删除 N 行 [到缓冲区 (见上) x]]
cn,普通模式,"[""x]<Del>","等同于 ""x"""
cn,普通模式,"[""x]d{motion}",删除 Nmove 文本 [到缓冲区 (见上) x]
cn,普通模式,"[""x]p",在光标后放置文本 [从寄存器 x] N 次
cn,普通模式,"[""x]P",在光标放置文本 [到缓冲区 (见上) x] N 次
cn,普通模式,"[""x]s",(替换) 删除 N 个字符 [到缓冲区 (见上) x] 并开始输入
cn,普通模式,"[""x]S","删除 N 行 [到缓冲区 (见上) x]] 并开始输入；等价于 ""cc"""
cn,普通模式,"[""x]x",删除光标开始的 N 个字符 [到缓冲区 (见上) x]
cn,普通模式,"[""x]X",删除光标前的 N 个字符 [到缓冲区 (见上) x]
cn,普通模式,"[""x]Y","抽出 N 行 [到缓冲区 (见上) x]；等价于 ""yy"""
cn,普通模式,"[""x]y{motion}",抽出 Nmove 文本 [到缓冲区 (见上) x]
cn,普通模式,"[""x]yy",抽出 N 行 [到缓冲区 (见上) x]
cn,普通模式,z{char},'z' 开始的命令，见下 |z|
cn,普通模式,ZQ,无论如何退出当前文件
cn,普通模式,ZZ,如果修改过，保存当前文件，然后退出
cn,窗口命令,CTRL-W +,增加当前窗口高度 N 行
cn,窗口命令,CTRL-W -,减少当前窗口高度 N 行
cn,窗口命令,CTRL-W <,减少当前窗口宽度 N 列
cn,窗口命令,CTRL-W =,使得所有窗口同宽同高
cn,窗口命令,CTRL-W >,增加当前窗口宽度 N 列
cn,窗口命令,CTRL-W ],分割窗口并跳转到光标所在的标签上
cn,窗口命令,CTRL-W ^,分割窗口并编辑轮换文件 N
cn,窗口命令,CTRL-W _,设置当前窗口高度为 N (缺省: 尽量大)
cn,窗口命令,CTRL-W |,设置窗口宽度为 N 列
cn,窗口命令,CTRL-W },在预览窗口里显示光标所在的标签
cn,窗口命令,CTRL-W b,跳转到底部的窗口
cn,窗口命令,CTRL-W c,关闭当前窗口 (类似于 |:close|)
cn,窗口命令,CTRL-W CTRL-],"等同于 ""CTRL-W ]"""
cn,窗口命令,CTRL-W CTRL-^,"等同于 ""CTRL-W ^"""
cn,窗口命令,CTRL-W CTRL-_,"等同于 ""CTRL-W _"""
cn,窗口命令,CTRL-W CTRL-B,"等同于 ""CTRL-W b"""
cn,窗口命令,CTRL-W CTRL-C,"等同于 ""CTRL-W c"""
cn,窗口命令,CTRL-W CTRL-D,"等同于 ""CTRL-W d"""
cn,窗口命令,CTRL-W CTRL-F,"等同于 ""CTRL-W f"""
cn,窗口命令,CTRL-W CTRL-G,"等同于 ""CTRL-W g .."""
cn,窗口命令,CTRL-W CTRL-H,"等同于 ""CTRL-W h"""
cn,窗口命令,CTRL-W CTRL-I,"等同于 ""CTRL-W i"""
cn,窗口命令,CTRL-W CTRL-J,"等同于 ""CTRL-W j"""
cn,窗口命令,CTRL-W CTRL-K,"等同于 ""CTRL-W k"""
cn,窗口命令,CTRL-W CTRL-L,"等同于 ""CTRL-W l"""
cn,窗口命令,CTRL-W CTRL-N,"等同于 ""CTRL-W n"""
cn,窗口命令,CTRL-W CTRL-O,"等同于 ""CTRL-W o"""
cn,窗口命令,CTRL-W CTRL-P,"等同于 ""CTRL-W p"""
cn,窗口命令,CTRL-W CTRL-Q,"等同于 ""CTRL-W q"""
cn,窗口命令,CTRL-W CTRL-R,"等同于 ""CTRL-W r"""
cn,窗口命令,CTRL-W CTRL-S,"等同于 ""CTRL-W s"""
cn,窗口命令,CTRL-W CTRL-T,"等同于 ""CTRL-W t"""
cn,窗口命令,CTRL-W CTRL-V,"等同于 ""CTRL-W v"""
cn,窗口命令,CTRL-W CTRL-W,"等同于 ""CTRL-W w"""
cn,窗口命令,CTRL-W CTRL-X,"等同于 ""CTRL-W x"""
cn,窗口命令,CTRL-W CTRL-Z,"等同于 ""CTRL-W z"""
cn,窗口命令,CTRL-W d,分割窗口并跳转到光标所在的定义上
cn,窗口命令,CTRL-W <Down>,"等同于 ""CTRL-W j"""
cn,窗口命令,CTRL-W f,分割窗口并跳转到光标所在的文件名上
cn,窗口命令,CTRL-W F,分割窗口并编辑光标所在的文件名，然后跳转到文件名后给出的行号上。
cn,窗口命令,CTRL-W g ],分割窗口并在光标所在的标签上执行 |:tselect|
cn,窗口命令,CTRL-W g },在光标所在的标签上执行 |:ptjump|
cn,窗口命令,CTRL-W g CTRL-],分割窗口并在光标所在的标签上执行 |:tjump|
cn,窗口命令,CTRL-W g f,在新的标签页里编辑光标所在的文件名
cn,窗口命令,CTRL-W g F,在新的标签页里编辑光标所在的文件名然后跳转到文件名后给出的行号上。
cn,窗口命令,CTRL-W h,跳转到左面第 N 个的窗口 (在首个窗口上停止)
cn,窗口命令,CTRL-W H,移动当前窗口到最左端
cn,窗口命令,CTRL-W i,分割窗口并跳转到光标所在的标识符的声明上
cn,窗口命令,CTRL-W j,跳转到下面第 N 个的窗口 (在最后窗口上停止)
cn,窗口命令,CTRL-W J,移动当前窗口到最底部
cn,窗口命令,CTRL-W k,跳转到上面第 N 个的窗口 (在首个窗口上停止)
cn,窗口命令,CTRL-W K,移动当前窗口到最顶部
cn,窗口命令,CTRL-W l,跳转到右面第 N 个的窗口 (在最后窗口上停止)
cn,窗口命令,CTRL-W L,移动当前窗口到最右端
cn,窗口命令,CTRL-W <Left>,"等同于 ""CTRL-W h"""
cn,窗口命令,CTRL-W n,打开新窗口，N 行高
cn,窗口命令,CTRL-W o,关闭除了当前窗口以外的所有窗口 (类似于|:only|)
cn,窗口命令,CTRL-W p,转到前面一个 (最近访问的) 窗口
cn,窗口命令,CTRL-W P,跳转到预览窗口
cn,窗口命令,CTRL-W q,退出当前窗口 (类似于 |:quit|)
cn,窗口命令,CTRL-W r,向下旋转窗口 N 次
cn,窗口命令,CTRL-W R,向上旋转窗口 N 次
cn,窗口命令,CTRL-W <Right>,"等同于 ""CTRL-W l"""
cn,窗口命令,CTRL-W s,分割当前窗口为两部分，新的窗口 N 行高
cn,窗口命令,CTRL-W S,"等同于 ""CTRL-W s"""
cn,窗口命令,CTRL-W t,跳转到顶部窗口
cn,窗口命令,CTRL-W T,移动当前窗口到新标签页
cn,窗口命令,CTRL-W <Up>,"等同于 ""CTRL-W k"""
cn,窗口命令,CTRL-W v,垂直分割当前窗口，新的窗口 N 列宽
cn,窗口命令,CTRL-W w,转到后面第 N 个窗口 (回绕)
cn,窗口命令,CTRL-W W,跳转到前面第 N 个窗口 (回绕)
cn,窗口命令,CTRL-W x,交换当前和第 N 个窗口 (缺省: 下一个窗口)
cn,窗口命令,CTRL-W z,关闭预览窗口
